articleID,userID,comment,userlike,time
4182479,1062486271,Mong quá !,0,8h trước
4182479,1002705582,Sao không thấy dự án chỗ cầu Chánh Hưng - Phạm Hùng Q8 nhỉ? Giờ nào cũng kẹt oải quá,0,9h trước
4182479,1062628514,Không thấy nhắc tới cầu Bình Tiên luôn,0,11h trước
4188067,1057161163,Nam mô A di đà Phật! Cầu mong thế giới bình an! Cầu mong mọi người bình an!,72,18:34 6/11
4188067,1046493285,Ghét cái không khí lạnh khô quá thôi.,30,18:48 6/11
4188067,1056643038,NAM MÔ A DI ĐÀ PHẬT,21,20:10 6/11
4188067,1056175429,Bão bật tường ghê quá!,14,20:18 6/11
4188260,1034246146,Di dời về rừng là hợp lý vì nó sống cùng con người mà tấn công và mang mầm mống bệnh tật.,379,10:46 7/11
4188260,1062596866,"Đáng lẻ việc này nên làm từ lâu. Ủng hộ việc đưa khỉ về rừng, trả lại sự bình yên cho tòa thánh và dân cư, học sinh trường. Số lượng khỉ tăng quá nhanh, tốc độ này khỉ sẽ tràn ra dân cư chung quanh rất nguy hiểm.",229,10:45 7/11
4188260,1050141355,do con người xâm phạm môi trường sống của các loài động vật hoang dã nên mới có tình trạng này .,66,11:29 7/11
4188260,1003268034,"một số bạn khỉ khá dễ thương mà, có điều sống gần con người nên nhiều lúc đôi bên có cư xữ vs nhau chưa đúng thôi.",64,10:43 7/11
4188260,1060829711,Tụi nó ngồi dễ thương ghê.,42,11:04 7/11
4188260,1053281876,Năm ngoái mình đi du lịch Côn Đảo và tới thăm Chùa Núi Một cũng có rất nhiều khỉ.<br/>Và nhiều người bê mâm quả đi lễ chùa bị mấy con khỉ lao tới giật rơi hết.<br/>Mấy con khỉ khác còn lao tới giật váy của vài bạn nữ.<br/>Cảnh tượng lúc đó thật sự sợ hãi thế mà có bạn còn nói: Nếu chị tới đảo Khỉ Cần Giờ thì khỉ còn hung dữ hơn nữa. Vậy nên để đảm bảo an toàn cho bản thân thì mình sẽ không tới những địa điểm như vậy.,22,11:15 7/11
4188260,1049431064,"Mình đã từng bị đàn khỉ ở đây tấn công rồi. Giờ nghĩ tới vẫn còn sợ! Lúc đầu 3 mẹ con ngồi ở đầu khán đài ăn sáng vs bánh mì, lúc sau 3-4 con khỉ kéo tới, mình k nghĩ nó dữ như vậy. Nó ôm và cắn chân mình, lúc đó mình k biết phải làm j vì có dẫn 2 bé theo. Cuối cùng mình quăng ổ bánh mì ra thì chúng mới bỏ đi.... haizz....",14,13:50 7/11
4188260,1048423532,"Điều này nên làm từ lâu rồi, khỉ là động vật hoang dã, không như chó mèo. Nên thả về rừng sống tự nhiên.",13,13:43 7/11
4188260,1002872592,"Mình từng bị đàn khỉ ở đây xông tới cào cắn, sợ kinh khủng, 4 5 con khỉ tự dưng nhào vô cào, mấy người dân quanh đó phải ra cứu ko thôi cũng vô viện",12,12:14 7/11
4188293,1013605936,Thương cho bà con vùng núi Quảng nam quá!,110,16:07 7/11
4188293,1062464639,Hậu quả của việc phá rừng đây.<br/>Về quê thấy cảnh rừng bị phá để trồng cây tràm mà thấy xót xa.,93,18:37 7/11
4188293,1032034063,Cứ nhìn vào bãi cành ngọn lấp đầy sông thì biêt mức độ tàn phá rừng của con người như thế nào? Đây là nguyên nhân gây ra lũ quét !,63,18:39 7/11
4188293,1006541975,Tôi xót đồng bào tôi. Tôi thương tổ quốc tôi,19,19:09 7/11
4188293,1004823664,"Miền Trung ơi đến bao giờ mới vượt qua được đây. Chúc bà con đoàn kết và vượt qua mọi khó khăn này,thương cho bà con vùng này quá.",19,18:58 7/11
4188293,1005601455,Con chi ở Trà leng nựa mô mà quét ông trời mồ!,13,18:21 7/11
4188293,1050121759,thương cho đồng bào mình quá cầu xin cho mọi người khỏe mạnh thoát khỏi nguy hiểm,10,20:42 7/11
4188293,1055509645,Thấy mà thương quá<br/>Miền Trung thật vất vả đau thương,9,18:56 7/11
4188293,1004820900,Quá đau thương cho 1 bản làng,8,18:25 7/11
4188293,1055499114,Chưa kịp thở lại bị tiếp. Đau thương quá,7,20:42 7/11
4188293,1062442216,"RU EM MÙA LŨ<br/><br/>""Nước ngập bờ đê,<br/>Nước ngập mái nhà<br/>Đàn gà đi lạc<br/>Lúa chìm dưới sâu.<br/><br/>Nước ngập bờ đê,<br/>Nước ngập mái nhà<br/>Tuổi thơ trôi dạt<br/>Theo dòng nước lên.<br/><br/>Ngủ đi những ngón tay ngoan<br/>Ngủ đi cho giấc mơ dài<br/>Yên bình<br/>Cánh đồng lúa chín<br/>Cánh cò bay xa.<br/><br/>Ngủ đi con nước bao la,<br/>Trôi hết cửa nhà ruộng vườn tan hoang<br/>Em còn nặng những chờ mong<br/>Cánh diều mơ ước biết tìm nơi đâu...<br/><br/>Gió còn thổi những ngày mưa<br/>Bao giờ hết lũ... đón ba mẹ về!""",2,00:23 8/11
4188293,1046369497,Miền trung quê tôi khốn khó muôn phần,2,18:10 7/11
4188293,1056698027,Miền trung khổ quá,1,18:09 7/11
4188293,1062606491,Hix mới sạt lở giờ thêm lũ quét nữa,1,17:22 7/11
4187940,1059151602,Thương thay người dân ( miên trung ) xứ Quảng .,0,17:08 6/11
4187979,1002727196,"Xây dựng chưa xong, chưa đưa vào sử dụng đã bị tông. Cây cầu này người dân mong mỏi lắm rồi. Mau đưa vào sử dụng và có biện pháp an toàn cho dân nhờ.",24,16:58 6/11
4187979,1003048017,"Vui lòng đẩy nhanh tiến độ để TP phát triển, từ hôm bị sự cố tới giờ cũng đã 3 tuần rồi mà chưa thấy thi công lại",20,16:32 6/11
4187979,1027807761,"nghĩ sao4 xây cầu cao chưa tới m, rồi giao thông đường thủy kiểu gì",14,16:12 6/11
4187979,1013951190,"Cầu sắt gì mà sà lan đụng một phát đã lệch khỏi trụ di chuyển cả 1M ??? Phải xem lại chất lượng vật tư và kỹ thuật thiết kế, thêm vào đó cầu chỉ cao 4M lẽ ra phải tính bình quân độ cao của các phương tiện lưu thông trên dòng sông này trước khi xây dựng. Mực nước sông có lúc cao lúc thấp và ảnh hưởng thời tiết thiên nhiên vì vậy độ cao 4M của cầu không đáp ứng nhu cầu các phương tiện lưu thông hơn nữa cầu ở ngay khúc cua dòng chảy mạnh khuất tầm nhìn.",1,16:49 6/11
4187979,1034106939,Cầu này chân sắt cắm xuống sông hay bị rỉ . Tại sao không thiết kế chân đế bằng bê tông .,0,19:56 7/11
4187979,1013378249,Xây cầu này để hứng bèo<br/>Nhìn chán,0,18:33 6/11
4187979,1013726091,Đã xây cầu mới thì sao k chịu khó xây cho cao lên để thuận lợi cho khai thác đường thủy luôn vậy trời,0,17:32 6/11
4187979,1005260752,thiết kế không biết tuân theo tiêu chuẩn đường thủy chưa nhỉ? thấy chiều cao 4m chưa hợp lý lắm,0,17:14 6/11
4188066,1062044035,Tội nghiệp các nạn nhân quá. Xe đi đêm nguy hiểm hơn nhiều. Chía buồn với gia đình các nạn nhân.,116,19:32 6/11
4188066,1003625169,Nam mô a di đà phật ! Vì cuộc sống phải bỏ mạng ở nơi xứ người,82,19:50 6/11
4188066,1059151602,Xin chia buồn tới các gia đình nạn nhân .,62,19:12 6/11
4187883,1002622622,Cảm ơn ông Vũ Đức Đam đã nói lên tâm tư của nhiều người. Đại học Tôn Đức Thắng là một điển hình nên được nhân rộng và thầy Danh không nên bị cách chức như vậy,265,17:47 6/11
4187883,1053705576,Đồng ý với PTT Vũ Đức Đam. Chúc PTTg sức khỏe và hoàn thành tốt nhiệm vụ được giao.,118,18:34 6/11
4185768,1004823886,Cần phân tích khoa học mới xác định được niên đại của những món đồ này,6,11h trước
4185768,1045127236,Liệu có bàn tay của con người thời hiện đại không nhỉ ?Lấy gì làm căn cứ để phân biệt nhỉ ?Xin được chỉ giáo...,4,8h trước
4185768,1047870353,"Đây là một trí thức rất có tâm huyết với cội nguồn dân tộc,hết lòng sưu tầm chứng tích tổ tiên đã khai phá Tây nguyên,quê hương đồng bào dân tộc.Ôi trân quí biết bao những di chỉ,di tích người xưa để lại là những rìu,cuốc bằng đá vô tri nằm bên dòng sông Poko xa xưa,nay được sưu tầm đưa về bảo tàng,rất mong bảo tàng hoạt động để mọi người chiêm ngưỡng !",1,9h trước
