userID,url,comment,articleID,categoryID
1050507648,https://vnexpress.net/oto-duoc-phep-bang-qua-ron-lu-ha-tinh-4179524.html,"mặc dù xe lớn nặng và cao nhưng xem video còn thấy hồi hộp quá ,,cực khổ cho mấy anh CA và CSCĐ quá chúc mấy anh luôn khỏe ,,,,!!!",4179524,1003459
1050507648,https://vnexpress.net/tau-chua-hang-tram-tan-dau-gay-doi-tren-bien-lang-co-4179097.html,",, Đang trên đường lai dắt từ Hong Kong đi Ấn Độ để cắt sắt vụn, tàu bị sóng lớn đánh vào vùng biển Lăng Cô.,,vậy 300 tấn dầu này ảo hay thật...???",4179097,1001005
1050507648,/tiktoker-viet-gay-sot-toan-cau-vi-nhin-man-hinh-4177689.html,"trào lưu thôi,,,mà là trào lưu thì không tồn tại lâu đâu ,,,!!!,,",4177689,1004650
1050507648,https://vnexpress.net/truong-bi-to-cao-xen-khau-phan-an-cua-hoc-sinh-4177701.html,",, 27.000 đồng là chi phí cho học sinh ăn một ngày, gồm bữa chính và bữa phụ. ""Bữa ăn trường cung cấp cho các con như vậy là không đảm bảo dinh dưỡng, không thể chấp nhận được"", chị Nga nói.,,tôi nghĩ nhà trường không có ăn bớt xén tiền đó đâu , chứ 27000 đ mà hai bữa ăn , nếu thấy k đủ dinh dưỡng cho các em thi phụ huynh va nhà trường nên ngồi lại bàn với nhau thì hay hơn,,,,!!",4177701,1003497
1050507648,https://vnexpress.net/sai-gon-co-the-ngap-do-mua-va-trieu-cuong-4177436.html,"sài gòn có mưa lớn là có ngập khỏi cần áp thấp gì hết từ lâu rồi ,,,,!!!",4177436,1001005
1050507648,/dung-iphone-giong-di-xe-camry-4176890.html,"ghê vậy sư phụ,,,!!",4176890,1004621
1050507648,https://vnexpress.net/bai-toan-gap-giay-cua-nhat-ban-4174335.html,113 độ,4174335,1003497
1050507648,https://vnexpress.net/hon-tram-khach-khong-dong-y-cach-ly-o-khach-san-4170160.html,"Tôi nghĩ khách nhầm lẫn ở chỗ là 1,3 tr người / đêm với 1,3 tr một phòng / đêm...??",4170160,1001005
1050507648,https://vnexpress.net/hon-chien-trong-quan-karaoke-o-sai-gon-4169960.html,chổ ở chưa có đủ làm gì có phòng karaoke...!!,4169960,1001007
1050507648,/ke-ho-khien-khach-khong-vay-nhung-van-mac-no-ngan-hang-4168577.html,",,,việc mở tài khoản hay thẻ tín dụng bắt buộc cần tới giấy tờ tuỳ thân và chữ ký chính chủ của khách hàng, nhưng một số nhân viên lại bỏ qua quy trình trước áp lực doanh số.,,,,, khách hàng vô tình hoặc cố ý để lộ thông tin dẫn đến việc làm tăng dư nợ vẫn sẽ phải chịu trách nhiệm.,,vậy là sao,,?? nhân viên làm sai bắt KH chịu,,,,,bó tay,,,",4168577,1003175
1050507648,http://dulich.vnexpress.net/tin-tuc/tu-van/kinh-nghiem/5-bay-du-lich-khien-khach-mat-tien-oan-o-viet-nam-3605091.html,".. ""Nhiều lái xe và hướng dẫn viên bị rơi vào thế ép. Du khách vào cơ sở của họ thì bị đối xử như côn đồ, sản phẩm bán với giá niêm yết rất cao so với ngoài chợ hoặc một số cơ sở khác"", anh Thiên bức xúc.,,cũng có phần lái xe và hướng dẫn viên ,đưa khách vào để hưởng hoa hồng cao nữa ...!!",3605091,1004090
1049352367,https://vnexpress.net/toyota-fortuner-doi-2019-giam-gia-hon-200-trieu-dong-4163689.html,"Quan niệm bền bỉ của thương hiệu toyota đã ăn sâu bao thế hệ, nay đa số người tiêu dùng đã thay đổi dần tư duy nhất là lớp trẻ, họ chọn xe hàn, tiện nghi, an toàn, êm ái, tiết kiệm và cũng bền, bằng chứng là santafe doanh số đứng đầu phân khúc, nhìn nội thất của sorento, santafe so với fortuner thì như xe sang và xe phổ thông, chưa nói kết cấu khung gầm và độ êm ái khi vận hành.",4163689,1003073
1049352367,https://vnexpress.net/bo-me-trut-gian-len-toi-de-bao-toan-hinh-anh-hoan-hao-4163122.html,"Bố mẹ đối xử với con cái như vậy là một sai lầm lớn, ko yêu thương con thì thôi, cứ càng la mắng thì họ sẽ càng mất dần tc và sự hiếu thuận của con, đến 1 ngày nào đó thì chẳng còn tình nghĩa gì nữa, phải chăng đây cũng là nghiệp báo, bạn nên phản ứng để bo me hiểu là họ dang đi quá đà, còn ko thì coi như bạn đang trả nợ bố mẹ, họ càng la mắng thì bạn đang nhẹ kiếp nợ.",4163122,1001014
1049352367,https://vnexpress.net/chong-thu-nhan-het-yeu-toi-4163094.html,"Mỗi cây mỗi hoa mỗi nhà mỗi cảnh, nên khó áp dụng công thức hay nguyên tắc nào cả, cs vợ chồng đến tuổi trung niên trở đi họ sống vì nghĩa và những kỷ niệm xưa, mọi xung đột có thể hoà giải nếu cả hai cùng có ý thức xây dựng, nếu bất đồng nên nghĩ về con cái, về những điều tốt đẹp đã giành cho nhau để tiếp tục hoà thuận còn ngược lại cố chấp và vì những nhu cầu cá nhân, vi cái tôi, vi nhu cầu tình dục ko dc đáp ứng, vì kinh tế và cả quan điểm trái ngược trong cs thì sớm muộn gì cũng chia tay.",4163094,1001014
1049352367,https://vnexpress.net/gia-xe-cu-o-mien-bac-re-hon-mien-nam-4151860.html,"Người bắc họ thích xe mới, xe tốt để bằng bạn bằng bè, tính sỹ diện, nếu không đủ tiền thì đi vay mua xe đẹp xây nhà to. Người nam thực dụng họ mua xe phân khúc họ thích, nhiều tiền họ mua xe mới, ít tiền họ mua xe cũ, nên giá xe cũ miền nam giữ giá hơn miền bắc. Gđ tôi người bắc sống ở miền nam 30 năm rồi, nên văn hoá vùng miền tôi hiểu hết.",4151860,1004243
1049352367,https://vnexpress.net/chong-khong-the-giup-toi-len-dinh-4143614.html,"Là dạng bệnh trầm cảm trong tình dục, thích được quan hệ nhưng nhanh tuột hứng, nên bạn sẽ khó đạt đỉnh, cảm giác như muốn chinh phục ngọn núi nhưng đến lưng chừng bạn đã thấy chán, mệt rồi. Nếu tình trạng này là đàn ông thì người ta gọi chưa đi chợ đã hết tiền, xuất tinh sớm khi cảm xúc chưa tới đỉnh.",4143614,1001014
1049352367,https://vnexpress.net/toyota-viet-nam-khong-chu-truong-ep-khach-mua-phu-kien-4142992.html,"Nên tôn trọng khách hàng đã tin dùng sp của toyota, không ưu đãi chào đón thì các đại lý cũng không nên bắt ép khách hàng bằng cách bia kèm lạc, sự tin dùng của khách hàng không nên đáp trả bằng lợi ích vô lý của các đại lý, đó là sự xúc phạm khách hàng, toyota không phải là sự lựa chọn duy nhất, toyota nên có các chính sách xử phạt, nghiêm cấm các đại lý áp dụng bia kèm lạc để bảo vệ và giữ chân khách hàng.",4142992,1003073
1049352367,https://vnexpress.net/tai-xe-danh-tui-bui-thanh-nien-di-xe-may-khong-nhuong-duong-4129354.html,"Hãy xử sự văn minh, theo đúng nguyên tắc mà sống, xe may đã cản trở giao thông còn quay lại gây gỗ, lái xe con vượt phải là sai luật, đánh người càng sai. Xh bây giờ manh động quá, cứ xảy ra xích mích, và chạm giao thông là đánh nhau.",4129354,1003724
1045606201,https://vnexpress.net/oto-roi-xuong-vuc-ba-nguoi-chet-4188755.html,"Mấy chiếc xe này khỏe lắm! Lên dốc chạy ào ào! Ở đỉnh Langbiang Đà Lạt, sợ gần chết! Chuyển nào cũng chật cứng! Sau tai nạn này đề nghị kiểm tra thật kỹ, tránh tai nạn lập lại!",4188755,1003459
1045606201,https://vnexpress.net/doi-tinh-nhan-hon-20-lan-an-trom-trong-mot-thang-4188740.html,Cặp đôi hoàn cảnh!,4188740,1001007
1045606201,https://vnexpress.net/cua-hang-tron-nham-xang-va-dau-trong-suot-mot-ngay-4185408.html,"Phiên bản "" Tấm Cám"" đây! Chịu khó ngồi lược lại nha !",4185408,1001171
1045606201,https://vnexpress.net/nga-xe-dap-bi-xuong-rong-ghim-toan-than-4185577.html,Đen thế!,4185577,1001006
1045606201,https://vnexpress.net/8-10-trieu-mot-thang-du-nuoi-xe-hoi-4186359.html,"Thích thì mua! Cứ mua mà sử dụng, rồi ráng cày mà nuôi xe! Nuôi không nổi thì bán! Tiền túi mua chứ có đi vay đâu mà lo quá thể mất vui!",4186359,1004243
1045606201,https://vnexpress.net/ban-do-honda-67-bay-bong-cua-tho-viet-4187960.html,Ra đường dễ bị tuýt còi!,4187960,1001006
1045606201,/vo-chong-moi-cuoi-tu-nan-trong-tuan-trang-mat-4188452.html,Tội nghiệp cho 2 người quá! Vậy là họ đã được ở lại mãi mãi bên nhau! a di đà phật,4188452,1003315
1045606201,/viettel-lan-dau-vo-dich-v-league-4188683-tong-thuat.html,Chúc mừng Ông Chú Viettel nè!,4188683,1003001
1045606201,https://vnexpress.net/3-sieu-xe-bi-tam-giu-4188661.html,Giống xe mô hình nhỉ?!,4188661,1001007
1045606201,https://vnexpress.net/thi-the-phu-nu-o-chung-cu-4188726.html,"Có vụ án dã man nào mà công an không tìm ra thủ ác không?_Tin tôi đi trong 48 giờ sẽ tìm ra thôi! Giờ camera đầy rẫy, thế nào chả tìm thấy manh mối?",4188726,1001007
1045606201,/ha-noi-ket-mua-bang-tran-thang-dam-4188688-tong-thuat.html,Chỉ khoái U23 của Park hang Seo đá!,4188688,1003001
1045606201,https://vnexpress.net/bien-dong-xuat-hien-ap-thap-nhiet-doi-4188679.html,"Ôi, Biên Hòa quê tôi!",4188679,1001005
1045606201,https://vnexpress.net/ba-yeu-to-giup-biden-danh-bai-trump-4188507.html,Ai yêu quý BINDEN nhớ trừ tôi và hàng triệu người yêu mến Tổng thống Donald Trump ra nha! Đừng vơ đũa cả nắm!,4188507,1001142
1045606201,https://vnexpress.net/hai-anh-em-chet-trong-can-nha-chay-4188589.html,"Đau lòng quá! Cầu cho 2 con siêu thoát, nam mô a di đà phật",4188589,1001005
1012916750,https://vnexpress.net/chau-gai-trump-an-mung-vi-chu-bi-ha-be-4188694.html,4 năm nữa e nên ra ứng cử tổng thống đi em,4188694,1001002
1012916750,https://vnexpress.net/chau-gai-trump-an-mung-vi-chu-bi-ha-be-4188694.html,Không có gì chân thật bằng người trong nhà,4188694,1001002
1012916750,https://vnexpress.net/oto-roi-xuong-vuc-ba-nguoi-chet-4188755.html,"Labiang nên dùng cáp treo, mình đi xe thấy cực kỳ mạo hiểm",4188755,1003459
1012916750,/ngan-hang-bi-cam-ep-khach-mua-bao-hiem-nhan-tho-4187540.html,Mình thì có 3 khoản cho vay nhân thọ vì mình cho 3 ngân hàng vay,4187540,1003175
1012916750,https://vnexpress.net/viet-nam-nen-xay-duong-sat-toc-do-cao-200-km-h-4186668.html,Quan trọng là phải có tuyến đường độc lập dành riêng không có đường bộ cắt ngang như hiện nay nếu không thì dự án bất khả thi,4186668,1004678
1012916750,https://vnexpress.net/bon-ga-metro-so-2-co-mat-bang-sach-4186549.html,"Chỉ cạnh tranh với xe bus grab taxi, không thể thay thế được xe máy.",4186549,1003459
1012916750,https://vnexpress.net/toan-cau-gianh-giat-khau-trang-4079351.html,TQ đang cứu cả thế giới,4079351,1001139
1012916750,https://vnexpress.net/tinh-nguoi-sai-gon-trong-thoi-dich-4078277.html,Sự khác biệt giữa sài gòn và hn là đây,4078277,1004260
1012916750,https://vnexpress.net/be-trai-15-ngay-tuoi-bi-bo-roi-4078156.html,Thế mới tin rằng cái gì của ai sẽ thuộc về người đấy. Chúc cả gđ cô hp,4078156,1001005
1012916750,https://vnexpress.net/new-york-cau-cuu-4077274.html,"Khi ta là tổng thống thì mọi chuyện do ta định đoạt, đó là cách nghĩ của Trump, nhưng ô quên rằng tồn tại song song với loài người còn có con ncov 19. Giờ thì chắc Trump không còn nghĩ mình là tất cả. Chúc nước mỹ vượt qua cơn vĩ cực!",4077274,1001002
1062413715,https://vnexpress.net/nhung-tuong-lai-troi-theo-dong-nuoc-bac-4186967.html,"Dù không phải người miền Trung, chưa từng tận mắt thấy nước lũ nhưng mỗi khi đọc những bài viết về sụ tàn phá của sạt lở, của nước lũ, của sự mất mát khoé mắt N lại cay cay. Mong cho sự giúp đỡ của các nhà hảo tâm sớm đến được với mọi người, thiên nhiên và thời tiết sẽ yên ổn hơn để mọi người sẽ có cuộc sống tốt hơn.",4186967,1001005
1062413715,/check-in-mua-hoa-co-cuoi-nam-doc-dat-nuoc-4186411.html,"Ở miền nam nên N rất thích hoa cải trắng, mong một ngày có dịp đặt chân đến nơi có những đồi hoa cải trắng :-D",4186411,1004636
1062413715,https://vnexpress.net/cao-1-5-m-co-phai-la-tro-ngai-cho-tinh-yeu-4184601.html,N cũng 1m50 cũng thấy tự ti nhưng bạn N hay bảo nhìn nhỏ nhắn đáng yêu ^^,4184601,1004257
1004391354,https://vnexpress.net/oto-roi-xuong-vuc-ba-nguoi-chet-4188755.html,Đường đồng văn mèo vạc hiểm trở mà sao nhóm khách du lịch cũng dám ngồi con u oát này cơ chứ xin chia buồn,4188755,1003459
1004391354,https://vnexpress.net/khoan-thanh-cong-duong-ham-dau-tien-vuot-song-hoang-ha-4185446.html,Dù ko ưa nhưng phải thừa nhận họ đáng để học hỏi,4185446,1004653
1004391354,/ronaldo-giat-chien-thang-cho-juventus-4185407.html,In chúc mưng bà đầm già,4185407,1002581
1004391354,https://vnexpress.net/4-san-bay-duoc-de-xuat-bo-sung-vao-quy-hoach-4181079.html,Hà tĩnh đã có sân bay vinh rồi xây chi&nbsp;&nbsp;,4181079,1003459
1004391354,https://vnexpress.net/nguoi-mien-trung-so-tan-do-dac-tranh-lu-4173632.html,Xin chia sẻ với dồng bào moeenf trung ruột thịt,4173632,1001005
1004391354,/clb-phong-phu-ha-nam-linh-loat-an-phat-vi-bo-da-4173015.html,Hlv pp hà nam cư như kiểu ko có pp hà nam là giải thể giải đấu hay sao í? Hành động rất nghiệp dư vắng cô chợ vẫn đông nhé,4173015,1002568
1004391354,/clb-phong-phu-ha-nam-linh-loat-an-phat-vi-bo-da-4173015.html,Hành động rất nghiệp dư cần loại bỏ,4173015,1002568
1004391354,/man-city-say-chan-truoc-leeds-4171236.html,Kẻ đôt tiền vĩ đại,4171236,1002580
1004391354,https://vnexpress.net/truy-sat-gia-dinh-vo-cu-do-mau-thuan-chia-dat-4168823.html,"Tất cả cũng vì lòng tham của con người,trong vụ án này cả người bị hại cũng như kẻ thủ ác đều có cách giải quết ko hợp tình hợp ly,chung quy cũng bởi chữ tiền,cũng vì tiền mà con người đánh mất cả lương tâm sát hại ngay cả tình thân của mình,buồn thật.",4168823,1001007
1004391354,/doi-cua-guardiola-lan-dau-thua-nam-ban-4168176.html,"Kẻ đốt tiền vĩ đại,ở bà xã pep quá may vì có 1 đội hình đẳng đẳng mà hlv nào cũng có thể thành công,ở bayer là giải đấu 1 đội bayer vô địch là đương nhiên ko có gì bàn cãi,MC thì nhiều hlv còn làm tốt hơn ông,với số tiền ông đốt ở MC thì ông thật bất tài",4168176,1002580
1049328464,https://vnexpress.net/oto-roi-xuong-vuc-ba-nguoi-chet-4188755.html,"Mỗi lần đi Hà Giang, Tôi chỉ mong thầm là về được thành phố chỗ con đường bằng, chứ đi trên những vách núi thì luôn lo sợ chỉ một phút giây lơ là của tài xế là mình có thể mất mạng!",4188755,1003459
1049328464,/nguoi-dan-ong-nhat-tro-ve-tu-viet-nam-duong-tinh-ncov-4172394.html,"Có 11 trường hợp xét nghiệm nhanh là dương tính (độ hiệu nghiệm của Test nhanh đạt dưới 50% nhé) và khi Test lại PCR - RT thì là âm tính, 02 người mới này chưa làm PCR nhé!",4172394,1003784
1049328464,/ha-noi-50-nam-truoc-qua-ong-kinh-nguoi-duc-4171342.html,Những tấm ảnh tư liệu rất đẹp và quý giá!,4171342,1003521
1049328464,https://vnexpress.net/ba-thai-huong-anh-huong-kinh-te-cua-dot-dich-nay-se-bot-nang-ne-4141537.html,"Hy vọng rằng chúng ta có kinh nghiệm hơn trong phòng chống dịch và sẽ áp dụng biện áp xử lý cục bộ mà không phải dãn cách xã hội bởi nếu dãn cách toàn xã hội thì thiệt hại khôn lường kể xiết. Cũng hy vọng cơ quan chức năng ngăn chặn và xử lý thật nghiêm người nhập cảnh trái phép bởi trong nước có làm tốt đến mấy mà chỉ vài người Covid du nhập lây lan bệnh dịch thì cũng bằng không. Ngoài ra người dân cũng tự nâng cao ý thức phòng chống bởi dập được dịch chính là cứu sức khỏe, miếng cơm, manh áo của chính chúng ta.",4141537,1004453
1049328464,https://vnexpress.net/nam-anh-kiet-dau-vo-thuc-te-khac-xa-phim-anh-4133502.html,"Nam Anh Kiệt nói thế là chuẩn đấy! Trình độ Nam Anh Kiệt không hề kém Lưu Cường, nhiều chuyên gia nhận định thậm chí còn nhỉnh hơn. Tuy nhiên, Nam Anh Kiệt thua đầu tiên là vì chủ quan, khinh địch (chắc nghĩ Floress hạ được thì mình cũng hạ được, mặc nguyên bộ quần áo dài để thi đấu...), nóng vội đánh gục đối phương. Tuy nhiên, do nhiều bất lợi (tuổi tác cao, cận nặng thấp, mắt cận, không tập luyện thường xuyên, thiếu kinh nghiệm thi đấu thực chiến, không nghiên cứu kỹ đối thủ, đi từ xa đến thi đấu ở nơi lạ, xuống máy bay là đánh luôn, bị đau nhưng trọng tài lại không cho nghỉ dưỡng thương...). Ngược lại, Lưu Cường đã chuẩn bị rất kỹ lưỡng, tuổi trẻ hơn, cân nặng cao hơn, thi đấu kiểu thực chiến nhiều hơn, được đánh ngay trên sân nhà và đặc biệt ra đòn rất cẩn thật và chắc chắn.<br/>Còn võ thuật tập luyện khác xa với phim ảnh (võ ảo); ngoài ra, võ thi đấu trên khán đài cũng khác xa với chiến đấu thực tế. Mike Tison có thể vua đấm bốc nhưng ra đánh lộn ngoài đường có thể chết lúc nào không hay. Các môn phái đều có những đòn rất hiểm độc, chỉ chờ đối phương thiếu sơ hở họ bất ngờ ra đòn là tiêu diệt ngay; vậy nên người xem thi đấu trên khán đài thì đừng phê phán là họ đánh nhìn võ thế này thế nọ, ra ngoài đời chiến đấu sinh tử nó sẽ khác xa với trên khán đài đấy...",4133502,1002623
1049328464,https://vnexpress.net/vo-si-luu-cuong-mien-cuong-moi-dau-nam-anh-kiet-4133120.html,"Nam Anh Kiệt là Tổng đàn chủ về lý thuyết phải rất giỏi! Tuy nhiên, qua xem thi đấu thì chưa có gì nổi bật. Ngoài ra, có vẻ sức khỏe NAK không được tốt như đối phương; kinh nghiệm thực chiến chắc cũng không nhiều (trong cùng môn phái khi tập luyện chắc nhường nhau hoặc ra đòn nhẹ). Một vấn đề nữa là NAK lúc đầu có vẻ đánh giá thấp đối phương và muốn triệt hạ thật nhanh nhưng không làm được, về sau do thì bị đánh đau nên ra đòn kiểu lung tung, không kiểm soát được như ban đầu. Nếu LC ra đòn ngay sau khi đá quét ngã thì NAK chấn thương sẽ còn nặng hơn nữa. Nếu đấu lại sau 30 ngày thì khả năng chiến thắng của LC - NAK vẫn là 65 - 35, giống như trận đấu này!",4133120,1002623
1049328464,https://vnexpress.net/89-y-bac-si-cua-4-benh-vien-phai-cach-ly-4079458.html,"Tại sao cứ để người nước ngoài lây nhiễm vào Việt Nam, cứ mỗi ông Tây bị nhiễm chúng ta tốn biết bao nhiêu tiền của để truy tìm, cách ly hàng trăm người của chúng ta. Sao không ngăn chặn hết Tây đi cho rồi bởi tiền thu được của mấy ông ấy sao bằng mấy ngàn người Việt Nam bị cách ly, chưa kể nếu bệnh dịch bùng phát thì thiệt hại tới đâu!",4079458,1003784
1049328464,https://vnexpress.net/mat-12-ty-usd-moi-nam-do-o-nhiem-khong-khi-4041899.html,"Phải xử ô nhiễm môi trường nặng vào, kiên quyết, hơn cả xử phạt rượu bia thì mới có không khí trong lành để thở, để sống!",4041899,1001005
1049328464,https://vnexpress.net/canh-sat-xac-minh-nhung-truong-hop-xe-trao-doi-bien-so-4030767.html,Nên tịch thu xe!,4030767,1003459
1049352367,https://video.vnexpress.net/tin-tuc/thoi-su/oto-va-cham-xe-may-bang-qua-duong-4128519.html,"Tai nạn xảy ra do xe 2 bánh trong đường nhánh, ngõ hẻm băng ra đường chính, bất chấp nguy hiểm cho bản thân đã danh mà lại làm khổ người khác.",4128519,1003004
1049352367,https://vnexpress.net/hai-tai-xe-bi-buoc-thoi-viec-vi-can-duong-xe-cuu-hoa-4126353.html,"Tài xế vô tâm hay không biết luật và có biết xe hụ còi đang đi làm nhiệm vụ gì, nhận thức kém hay thói láu cá, xử phạt và tuyên truyền để răn đe những người khác.",4126353,1001005
1049352367,https://vnexpress.net/tranh-cai-dung-sai-khi-xe-vinfast-va-cham-xe-tai-4125797.html,"Cũng may không có xe ngược chiều, tránh được thiệt hại về người, đây cũng là bài học cho những lái xe chạy ẩu, lấn làn, phóng nhanh, cắt mặt xe nguy hiểm, nhanh một tý nhưng hối cả đời.",4125797,1003724
1049352367,https://vnexpress.net/oto-bi-truot-nuoc-tren-cao-toc-khong-phai-do-chat-luong-mat-duong-4117612.html,"Chạy chậm trên cao tốc thì cũng phải 80km/h, nếu sự việc do vũng nước mà gây ra tai nạn thì chủ xe nên kiện đơn vị thiết kế và thi công cao tốc này, họ phải bồi thường thiệt hại, cao tốc mà để đọng nước hãy lý giải tại sao?",4117612,1003724
1049352367,https://vnexpress.net/oto-suyt-dam-vao-xe-may-bang-ngang-quoc-lo-4115579.html,"Tính mạng của bản thân là trên hết, ra đường nên tập trung quan sát khi băng qua các giao lộ tốc độ cao, xe máy nên dừng lại giữa giải phân cách quan sát bên phải thấy an toàn rồi mới đi tiếp, oto đang lưu thông trên đường ưu tiên, tốc độ cho phép từ 60-90km/h, tình huống này xe oto có chạy chậm cũng khó xử lý khi có oto khác đang chạy làn bên phải. Nên mọi người đi xe máy băng đường cẩn trọng cho bản thân nhé, chứ khi xảy ra va chạm thì hậu quả nặng nề lắm khi đó đừng đổ lỗi ai đúng sai nữa.",4115579,1003724
1049352367,https://vnexpress.net/tai-xe-dung-oto-de-nhat-chum-vai-roi-giua-duong-4115497.html,"&nbsp;thói xấu luôn ẩn hiện chờ cơ hội là lộ mặt, tiếc là đi xe oto mà lại đói khát vậy.",4115497,1003724
1049352367,https://vnexpress.net/oto-nhap-lan-kieu-tu-sat-tren-cao-toc-4108662.html,"Trường hợp này cũng đã xảy ra nhiều, thiết nghĩ do dốt không biết hay không có ý thức, chứ lái xe kiểu này thì tai nạn xảy ra là điều đương nhiên, đã được học khi nhập làn phải quan sát thấy an toàn mới cho xe nhập từ từ từng làn một phù hợp với tốc độ lưu thông từng làn, lái xe này nên học lại luật.",4108662,1003724
1049352367,https://vnexpress.net/nen-phun-nuoc-len-oto-de-lau-duoi-nang-4104864.html,"Nếu đậu xe lâu dưới nắng nóng mùa hè, khi có tác động nhỏ hoặc tạt nước vào kính lái thì nguy cơ bị nứt vỡ kính, nhưng không phải mọi loại kính đều bị, còn phụ thuộc chất lượng kính nữa.",4104864,1004243
1049352367,https://vnexpress.net/xe-may-lao-thang-vao-oto-chui-ra-tu-ngo-4103075.html,"Cả hai đều sai, oto đi từ ngõ, hẻm ra đường phải nhường đường cho tất cả các loại xe kể cả bên phải hay bên trái, tình huống này xe oto chạy ẩu, ra đường nhanh và thiếu quan sát, xe máy Sai vì không làm chủ tốc độ khi qua ngã giao nhau nên đã va chạm với oto ở tình huống bất ngờ này.",4103075,1003724
1045606201,https://vnexpress.net/khong-khi-reu-ra-bao-trum-doi-ngu-cua-trump-4188416.html,CHIẾN ĐẤU ĐẾN CÙNG NHÉ Trump!,4188416,1001139
1045606201,/tin-tuc/thoi-su/bat-ten-cuop-keo-le-nan-nhan-tren-duong-sai-gon-4188421.html,Tội cố sát nhé! Dã man quá!,4188421,1003004
1045606201,https://vnexpress.net/biden-tu-tin-gianh-hon-300-phieu-dai-cu-tri-4188198-tong-thuat.html,"Vẫn còn dùng thì tương lai "" SẼ"" thì chưa chắc 100% đâu nhen!",4188198,1001002
1045606201,https://vnexpress.net/camera-ghi-canh-co-gai-bi-cuop-keo-le-4188089.html,A di đà phật! May mà không chết!,4188089,1001007
